X18136R01E01,14.083333333333334,14.19
X18136R01D01,12.896666666666667,12.88
X18136R01D01,12.896666666666667,12.99
X18136R01D01,12.896666666666667,12.82
X18136R01C01,13.56,13.5
X18136R01C01,13.56,13.53
X18136R01C01,13.56,13.65
X18136R01B01,13.396666666666667,13.3
X18136R01B01,13.396666666666667,13.44
X18136R01B01,13.396666666666667,13.45
X18136R01A01,13.879999999999999,13.95
X18136R01A01,13.879999999999999,13.74
X18136R01A01,13.879999999999999,13.95
X18124R01A01,13.756666666666668,13.72
X18124R01A01,13.756666666666668,13.89
X18124R01A01,13.756666666666668,13.66
SA17034R16D02,13.82,13.84
SA17034R16D02,13.82,13.83
SA17034R16D02,13.82,13.79
SA17034R16C02,14.833333333333334,14.73
SA17034R16C02,14.833333333333334,14.82
SA17034R16C02,14.833333333333334,14.95
SA17034R16B02,13.96,14.02
SA17034R16B02,13.96,13.9
SA17034R16B02,13.96,14.26
SA17034R16A02,13.743333333333334,13.71
SA17034R16A02,13.743333333333334,13.85
SA17034R16A02,13.743333333333334,13.67
SA17034R16H01,13.25,13.26
SA17034R16H01,13.25,13.24
SA17034R16H01,13.25,13.5
SA17034R16G01,13.653333333333332,13.6
SA17034R16G01,13.653333333333332,13.61
SA17034R16G01,13.653333333333332,13.75
SA17034R16F01,13.483333333333334,13.72
SA17034R16F01,13.483333333333334,13.27
SA17034R16F01,13.483333333333334,13.46
SA17034R16E01,14.48,14.52
SA17034R16E01,14.48,14.51
SA17034R16E01,14.48,14.41
SA17034R16D01,13.95,13.98
SA17034R16D01,13.95,14.2
SA17034R16D01,13.95,13.92
SA17034R16C01,13.873333333333333,13.81
SA17034R16C01,13.873333333333333,13.94
SA17034R16C01,13.873333333333333,13.87
SA17034R16B01,13.71,13.72
SA17034R16B01,13.71,13.71
SA17034R16B01,13.71,13.7
SA17034R16A01,13.773333333333333,13.74
SA17034R16A01,13.773333333333333,13.72
SA17034R16A01,13.773333333333333,13.86
SD17037R14G02,14.113333333333333,14.13
SD17037R14G02,14.113333333333333,14.05
SD17037R14G02,14.113333333333333,14.16
SD17037R14F02,13.48,13.42
SD17037R14F02,13.48,13.51
SD17037R14F02,13.48,13.51
SD17037R14E02,13.22,13.23
SD17037R14E02,13.22,13.17
SD17037R14E02,13.22,13.26
SD17037R14D02,13.073333333333332,13.08
SD17037R14D02,13.073333333333332,13.02
SD17037R14D02,13.073333333333332,13.12
SD17037R14C02,13.346666666666668,13.31
SD17037R14C02,13.346666666666668,13.31
SD17037R14C02,13.346666666666668,13.42
SD17037R14B02,13.62,13.6
SD17037R14B02,13.62,13.7
SD17037R14B02,13.62,13.56
SD17037R14A02,13.92,13.84
SD17037R14A02,13.92,14.07
SD17037R14A02,13.92,13.85
SD17037R14H01,13.716666666666667,13.81
SD17037R14H01,13.716666666666667,13.7
SD17037R14H01,13.716666666666667,13.64
SD17037R14G01,13.5,13.55
SD17037R14G01,13.5,13.5
SD17037R14G01,13.5,13.45
SD17037R14F01,13.89,13.87
SD17037R14F01,13.89,13.88
SD17037R14F01,13.89,13.92
SD17037R14E01,13.5,13.52
SD17037R14E01,13.5,13.42
SD17037R14E01,13.5,13.56
SD17037R14D01,13.7,13.74
SD17037R14D01,13.7,13.66
SD17037R14D01,13.7,13.7
SD17037R14C01,13.236666666666666,13.18
SD17037R14C01,13.236666666666666,13.31
SD17037R14C01,13.236666666666666,13.22
SD17037R14B01,13.613333333333333,13.55
SD17037R14B01,13.613333333333333,13.66
SD17037R14B01,13.613333333333333,13.63
SD17037R14A01,13.663333333333334,13.78
SD17037R14A01,13.663333333333334,13.65
SD17037R14A01,13.663333333333334,13.56
SE17036R06BA01,13.565000000000001,14.98
SE17036R06BA01,13.565000000000001,13.56
SE17036R06BA01,13.565000000000001,13.57
X17024CR01H02,14.135,14.44
X17024CR01H02,14.135,14.11
X17024CR01H02,14.135,14.16
X17024CR01G02,13.793333333333333,13.7
X17024CR01G02,13.793333333333333,13.82
X17024CR01G02,13.793333333333333,13.86
X17024CR01F02,13.616666666666667,13.58
X17024CR01F02,13.616666666666667,13.66
X17024CR01F02,13.616666666666667,13.61
X17024CR01E02,13.12,13.13
X17024CR01E02,13.12,13.03
X17024CR01E02,13.12,13.2
X17024CR01D02,13.766666666666666,13.78
X17024CR01D02,13.766666666666666,13.77
X17024CR01D02,13.766666666666666,13.75
X17024CR01C02,12.863333333333333,12.83
X17024CR01C02,12.863333333333333,12.86
X17024CR01C02,12.863333333333333,12.9
X17024CR01B02,13.376666666666667,13.42
X17024CR01B02,13.376666666666667,13.44
X17024CR01B02,13.376666666666667,13.27
X17024CR01A02,14.686666666666667,14.66
X17024CR01A02,14.686666666666667,14.75
X17024CR01A02,14.686666666666667,14.65
X17024CR01H01,13.466666666666667,13.49
X17024CR01H01,13.466666666666667,13.46
X17024CR01H01,13.466666666666667,13.45
X17024CR01G01,13.976666666666667,13.93
X17024CR01G01,13.976666666666667,14.04
X17024CR01G01,13.976666666666667,13.96
X17024CR01F01,13.613333333333333,13.62
X17024CR01F01,13.613333333333333,13.64
X17024CR01F01,13.613333333333333,13.58
X17024CR01E01,13.243333333333334,13.31
X17024CR01E01,13.243333333333334,13.3
X17024CR01E01,13.243333333333334,13.12
X17024CR01D01,13.576666666666666,13.56
X17024CR01D01,13.576666666666666,13.56
X17024CR01D01,13.576666666666666,13.61
X17024CR01C01,13.366666666666667,13.33
X17024CR01C01,13.366666666666667,13.47
X17024CR01C01,13.366666666666667,13.3
X17024CR01B01,13.753333333333334,13.77
X17024CR01B01,13.753333333333334,13.78
X17024CR01B01,13.753333333333334,13.71
X17024CR01A01,13.71,13.68
X17024CR01A01,13.71,13.74
X17024CR01A01,13.71,21.37
SA17034R15E01,13.67,13.62
SA17034R15E01,13.67,13.73
